gps_natural_travel,accelerometer_active,pressure_consistency,cell_tower_match,work_history_match,no_active_order,is_fraud
93.63,75.03,82.89,81.82,93.56,90.5,0
94.51,78.03,61.63,75.93,72.24,100.0,0
75.46,85.64,82.68,85.52,100.0,80.24,0
71.15,93.87,93.49,74.53,99.31,78.26,0
79.25,81.45,95.09,85.35,73.19,61.56,0
80.8,93.71,90.54,73.53,7.18,71.48,0
54.02,97.91,97.48,67.69,90.56,70.62,0
81.33,69.39,72.64,100.0,100.0,72.91,0
100.0,77.42,97.99,98.03,86.77,100.0,0
63.2,83.18,81.4,70.78,53.06,99.85,0
96.53,100.0,100.0,83.18,85.67,85.16,0
70.89,70.62,79.45,86.3,67.14,92.2,0
96.04,99.65,66.95,75.47,96.56,22.29,1
99.2,88.47,90.29,96.63,52.32,100.0,0
66.19,69.17,91.43,73.55,91.78,84.08,0
97.29,92.19,93.71,93.44,97.5,94.49,0
78.54,95.79,89.29,84.2,63.53,96.41,0
57.01,82.27,78.91,66.99,69.92,61.03,0
60.23,95.14,85.14,68.82,78.39,85.6,0
15.18,12.96,14.75,17.05,10.7,3.65,1
87.74,84.7,78.59,93.34,61.15,95.79,0
63.11,95.99,75.4,57.25,71.41,64.76,0
68.96,93.9,91.96,62.38,90.39,97.74,0
88.38,81.2,73.05,73.94,16.46,81.06,0
93.08,74.02,99.04,96.85,70.17,67.97,0
56.31,71.13,72.26,57.9,71.95,60.9,0
62.97,78.95,59.35,71.2,100.0,92.27,0
86.48,91.46,70.51,96.11,5.26,20.31,1
63.26,82.59,61.19,77.64,75.02,92.71,0
84.68,84.33,87.54,95.92,74.18,76.01,0
7.9,17.07,3.2,10.37,13.6,10.15,1
82.06,100.0,89.01,88.35,73.98,73.16,0
80.36,67.77,70.91,86.65,78.34,87.83,0
58.28,100.0,64.46,72.73,68.18,100.0,0
57.47,82.52,82.4,67.31,64.69,7.26,1
90.8,77.06,63.36,76.62,73.7,28.98,1
63.55,93.91,71.48,84.33,83.11,71.34,0
67.48,88.89,79.47,79.32,48.05,100.0,0
58.61,97.47,90.49,74.93,49.34,100.0,0
69.25,84.14,99.84,72.78,98.0,82.98,0
63.05,76.75,96.77,76.2,95.59,90.64,0
80.04,82.55,83.8,70.87,66.8,100.0,0
74.1,100.0,89.25,79.52,62.79,83.57,0
77.06,68.06,83.83,74.29,79.21,88.37,0
91.71,92.86,80.15,72.9,81.1,95.7,0
88.48,82.21,82.3,77.97,62.65,92.05,0
74.71,86.36,71.56,82.21,77.17,99.7,0
85.16,78.78,66.69,92.71,55.69,46.81,1
80.56,76.47,70.77,81.9,68.38,19.85,1
88.65,90.89,79.83,78.83,68.66,34.73,1
66.49,70.31,100.0,75.45,83.23,89.54,0
87.88,75.16,74.38,63.9,77.37,86.18,0
100.0,71.46,67.1,80.25,39.37,91.78,0
67.37,95.21,100.0,57.09,30.77,15.04,1
51.6,76.44,100.0,70.66,84.65,90.22,0
64.76,84.6,73.77,63.86,86.39,83.42,0
93.26,91.96,59.87,78.55,78.16,13.33,1
81.54,78.11,95.44,70.54,7.58,72.53,0
4.62,12.32,11.43,0.88,10.19,10.05,1
85.4,87.49,72.55,81.86,38.55,75.04,0
79.11,92.7,95.14,86.92,16.31,7.19,1
96.07,94.42,91.71,89.65,87.46,88.57,0
71.89,78.87,70.74,94.5,83.65,80.37,0
87.98,100.0,100.0,74.17,86.58,95.34,0
93.44,74.6,100.0,67.51,95.55,10.64,1
96.73,66.55,94.78,99.36,25.09,82.22,0
82.14,72.68,91.45,91.73,97.64,100.0,0
74.61,66.27,63.93,83.89,75.43,74.7,0
64.61,80.66,100.0,75.98,34.46,77.66,0
99.88,87.47,66.15,95.53,99.39,100.0,0
77.37,100.0,93.29,85.89,14.87,0.0,1
71.47,77.42,92.85,69.76,85.51,91.38,0
70.87,96.93,61.93,59.83,39.36,12.55,1
85.71,60.54,92.86,77.02,89.31,97.89,0
66.59,77.82,84.94,67.06,97.59,86.31,0
100.0,87.77,66.4,78.09,86.01,92.77,0
91.27,97.51,81.91,100.0,57.66,86.88,0
72.96,85.47,100.0,79.58,39.62,79.68,0
80.28,83.5,86.35,81.73,76.79,90.97,0
76.84,100.0,91.19,67.23,70.76,91.6,0
84.02,72.77,76.46,85.66,98.95,72.47,0
92.19,69.36,69.94,74.38,82.93,8.24,1
64.19,81.32,87.2,76.74,100.0,83.55,0
65.61,80.38,92.2,74.81,62.2,77.78,0
70.6,96.3,60.57,73.4,55.68,83.94,0
89.68,95.06,72.03,93.86,77.51,80.06,0
100.0,100.0,93.66,88.8,0.0,91.13,0
80.38,66.47,77.61,79.84,88.22,97.61,0
91.43,75.59,79.44,84.11,56.04,89.86,0
82.34,94.73,100.0,82.78,76.53,100.0,0
4.51,4.61,6.82,17.83,9.69,8.3,1
71.84,73.33,81.27,70.36,100.0,90.36,0
57.69,80.1,54.93,64.08,88.27,89.61,0
80.61,86.85,93.43,79.79,63.58,80.49,0
78.87,93.21,83.52,78.43,11.14,96.67,0
57.31,79.67,91.41,77.22,89.0,74.06,0
100.0,99.79,79.74,83.06,0.74,100.0,0
73.12,100.0,77.33,74.92,55.65,55.5,0
97.84,78.85,89.86,100.0,84.78,96.41,0
96.82,76.71,100.0,90.13,85.57,92.65,0
78.17,80.22,96.7,91.11,85.43,75.6,0
100.0,95.23,75.21,78.94,64.12,90.52,0
84.32,99.19,100.0,67.51,85.04,97.06,0
61.74,87.17,97.66,69.42,78.47,82.41,0
76.25,100.0,81.23,87.45,89.42,92.08,0
82.62,79.24,83.95,87.68,81.39,93.91,0
91.97,71.91,100.0,78.7,96.54,74.48,0
62.04,89.41,68.02,74.12,38.6,67.05,0
93.07,84.06,73.52,87.36,70.25,99.74,0
94.18,92.48,60.85,78.22,93.68,82.09,0
84.73,99.0,62.29,80.44,100.0,86.53,0
90.26,85.14,67.47,76.68,64.45,95.65,0
62.5,96.3,87.65,57.59,98.07,20.09,1
58.66,89.27,69.8,60.59,76.05,94.39,0
75.13,77.5,95.28,67.58,57.22,11.41,1
65.32,61.44,100.0,70.63,70.21,13.42,1
90.31,78.73,82.21,80.58,34.47,100.0,0
85.69,90.93,87.86,86.32,87.08,97.56,0
99.68,81.83,62.23,82.44,76.91,86.19,0
87.03,86.24,91.83,88.07,81.92,87.8,0
87.21,100.0,69.16,79.05,51.16,86.79,0
94.79,100.0,68.68,95.46,80.15,92.55,0
78.77,79.82,80.4,71.47,100.0,89.56,0
85.09,90.02,82.95,87.16,71.21,76.15,0
94.24,90.22,90.54,96.09,92.53,98.2,0
86.37,91.6,75.42,100.0,88.21,85.04,0
66.81,94.4,49.21,73.17,92.48,79.82,0
62.54,74.97,59.78,58.26,60.92,97.87,0
56.48,96.25,82.25,85.58,75.18,85.97,0
93.35,96.77,90.75,77.12,59.0,88.8,0
94.03,87.92,67.61,78.35,78.62,100.0,0
91.67,74.57,88.88,83.84,72.21,100.0,0
88.83,74.45,73.55,73.55,88.03,89.37,0
76.1,92.86,79.47,90.92,100.0,81.2,0
81.58,63.04,79.04,83.5,68.29,17.59,1
77.84,70.59,76.95,81.29,100.0,100.0,0
91.56,100.0,91.25,82.63,62.28,84.2,0
5.84,6.91,6.56,0.63,0.0,0.0,1
88.86,94.64,72.98,96.08,86.04,88.93,0
90.59,84.6,65.76,93.09,94.13,100.0,0
47.17,88.81,89.26,91.06,48.24,68.94,0
65.83,91.59,89.3,78.25,72.47,28.97,1
85.51,99.09,94.52,72.01,31.59,91.09,0
85.94,93.7,79.01,76.14,24.2,71.34,0
60.78,97.41,86.41,93.25,76.38,100.0,0
85.55,96.99,81.55,94.66,61.46,76.89,0
77.69,96.33,76.97,85.03,75.18,86.74,0
88.39,100.0,99.39,69.75,82.63,74.51,0
78.86,81.88,100.0,93.74,76.36,21.43,1
89.03,87.67,76.25,76.29,78.28,99.05,0
70.62,72.53,86.26,72.61,71.23,82.74,0
100.0,100.0,100.0,100.0,87.3,78.99,0
96.75,92.65,89.0,100.0,85.83,74.23,0
91.75,82.86,57.76,84.75,100.0,18.76,1
74.57,92.36,100.0,89.37,76.41,79.95,0
88.58,80.44,87.27,78.85,90.67,94.98,0
66.57,90.81,94.8,86.59,80.06,92.64,0
82.17,87.66,96.52,71.36,90.99,97.85,0
73.52,82.23,60.96,83.16,82.91,100.0,0
96.34,81.52,93.05,92.78,95.72,70.72,0
78.3,65.06,92.57,70.12,77.23,92.61,0
95.32,85.1,65.68,85.0,30.06,10.28,1
71.52,92.92,92.53,68.58,87.63,66.27,0
84.68,97.68,89.4,70.3,99.55,82.65,0
75.98,96.94,86.79,76.41,76.69,81.66,0
47.03,100.0,74.25,93.69,87.4,72.71,0
100.0,94.34,67.95,100.0,63.23,97.53,0
87.14,91.98,78.35,83.59,78.1,98.48,0
83.97,80.74,81.26,57.27,69.5,89.29,0
88.84,94.25,58.37,93.83,57.39,79.63,0
97.75,93.25,80.91,100.0,94.89,92.92,0
56.0,78.64,73.46,78.04,85.44,77.71,0
100.0,72.42,100.0,77.18,59.13,5.28,1
56.83,91.07,75.43,60.09,97.03,76.38,0
86.04,75.06,91.16,98.26,78.32,80.58,0
97.4,67.96,74.59,86.25,37.84,16.31,1
91.49,98.65,95.77,96.15,99.24,94.0,0
86.45,79.43,93.32,88.17,52.69,86.92,0
80.86,92.35,100.0,86.45,61.92,87.83,0
62.87,91.6,100.0,86.6,73.87,85.75,0
53.86,92.58,63.19,76.68,47.39,80.03,0
93.76,90.2,61.89,100.0,95.15,91.63,0
80.46,90.7,81.68,84.06,98.73,78.2,0
96.81,75.92,96.85,98.3,37.6,98.11,0
61.93,98.61,74.65,68.51,95.37,86.8,0
84.95,91.09,100.0,83.99,88.24,60.68,0
92.23,71.08,100.0,84.45,50.09,89.76,0
81.59,94.87,68.34,69.03,66.32,72.06,0
97.87,86.74,100.0,84.35,62.09,93.83,0
7.91,6.21,13.32,9.85,5.41,17.17,1
74.39,72.4,68.17,99.09,45.26,20.43,1
65.28,89.04,100.0,63.63,84.56,86.69,0
100.0,88.81,68.32,90.65,82.89,95.96,0
74.83,75.5,76.66,67.28,100.0,92.99,0
100.0,81.14,89.48,89.98,48.61,96.03,0
83.28,81.5,94.46,81.23,95.85,7.1,1
71.42,68.74,74.03,81.53,54.53,72.41,0
53.68,77.22,72.13,60.27,64.11,100.0,0
93.84,95.2,95.43,94.81,96.28,97.02,0
80.7,90.19,87.01,68.46,82.33,88.58,0
63.95,88.86,81.13,71.88,20.39,15.77,1
63.92,100.0,100.0,74.03,85.68,83.89,0
84.97,90.66,80.08,74.81,16.24,71.39,0
68.47,97.52,84.84,83.46,95.85,87.93,0
93.4,83.64,92.46,81.9,17.54,21.05,1
94.1,99.31,85.99,76.26,88.5,96.67,0
97.3,98.0,94.72,94.84,69.6,85.17,0
81.19,88.41,71.03,70.31,73.62,83.04,0
67.69,97.9,97.74,73.75,64.37,77.09,0
68.19,100.0,82.69,57.26,83.85,100.0,0
64.12,57.88,96.87,66.16,82.1,78.07,0
80.11,73.1,99.98,76.77,58.43,95.09,0
52.46,93.73,100.0,71.44,94.24,47.83,1
94.45,82.25,96.23,88.69,80.23,100.0,0
79.61,72.67,93.18,83.22,93.47,89.61,0
88.4,88.36,78.58,74.5,64.79,85.04,0
97.12,98.41,78.44,100.0,74.62,85.06,0
91.92,85.44,56.17,79.17,88.2,100.0,0
77.32,99.32,84.14,87.54,50.2,100.0,0
74.31,78.54,78.78,76.9,59.85,11.78,1
62.95,68.06,79.33,69.39,40.91,100.0,0
80.74,89.46,79.79,74.16,72.48,94.83,0
87.28,83.04,66.45,87.7,61.45,77.74,0
71.0,78.67,90.16,63.18,76.26,80.03,0
64.25,90.34,79.9,90.97,100.0,25.79,1
92.01,99.93,77.41,87.0,77.61,95.38,0
86.51,88.89,86.01,83.15,4.23,87.01,0
100.0,87.07,59.29,88.81,100.0,86.29,0
78.68,94.92,100.0,87.57,100.0,69.62,0
95.92,81.72,66.6,96.57,25.0,52.72,1
51.56,84.12,75.79,87.87,77.95,92.75,0
81.34,99.85,100.0,99.95,62.96,77.34,0
6.83,2.58,15.27,0.92,14.97,1.52,1
90.68,96.5,89.49,94.81,95.4,99.73,0
68.53,84.26,95.19,85.99,34.47,21.06,1
65.03,68.12,71.44,60.18,65.27,73.67,0
75.42,83.09,81.86,62.41,100.0,88.97,0
66.55,54.29,66.12,81.88,60.57,100.0,0
65.78,95.58,72.97,65.26,83.11,72.59,0
83.61,100.0,84.38,63.02,95.64,100.0,0
59.97,79.51,76.14,98.79,94.09,100.0,0
84.43,100.0,61.43,77.87,98.05,77.65,0
73.8,81.17,82.62,71.04,12.29,100.0,0
77.94,80.95,83.91,85.71,84.68,83.48,0
100.0,83.31,85.73,100.0,100.0,96.68,0
66.02,83.81,82.33,68.39,44.17,33.29,1
61.71,100.0,99.72,69.78,100.0,81.44,0
89.98,97.03,75.69,88.04,44.95,88.96,0
99.18,90.65,88.74,90.75,32.24,71.44,0
8.13,10.02,16.47,6.68,11.47,16.41,1
64.63,100.0,95.4,60.16,61.25,93.08,0
71.41,77.24,66.87,82.33,92.29,91.93,0
80.01,99.24,89.8,93.05,95.22,78.79,0
88.2,89.74,80.77,93.9,90.3,96.82,0
70.12,82.45,100.0,58.88,48.06,93.85,0
60.08,73.69,82.51,63.44,70.05,100.0,0
78.51,90.09,79.05,83.19,74.77,81.29,0
100.0,72.62,92.91,90.61,73.08,35.92,1
85.28,84.72,79.27,79.5,99.43,100.0,0
58.4,100.0,77.09,59.38,54.32,97.24,0
100.0,79.95,83.03,82.58,54.14,80.79,0
60.22,83.98,81.08,47.26,65.22,41.26,1
73.34,94.83,69.71,67.26,85.37,86.05,0
78.0,79.69,100.0,80.87,83.33,84.35,0
96.45,97.48,92.61,93.62,93.96,96.12,0
86.06,78.55,91.15,95.91,75.21,91.3,0
78.32,94.8,93.17,90.9,74.95,84.7,0
100.0,73.9,85.32,89.16,66.12,83.03,0
94.52,87.45,62.82,88.59,8.91,100.0,0
57.02,98.14,66.33,81.65,26.77,37.73,1
82.0,76.04,80.23,94.58,100.0,83.44,0
71.82,96.71,91.39,84.94,79.56,91.63,0
53.09,82.03,89.86,73.67,88.65,0.48,1
84.72,100.0,66.14,69.84,40.44,93.98,0
80.14,60.09,82.67,80.04,68.31,99.29,0
82.23,100.0,88.42,84.03,52.68,82.26,0
82.09,98.95,74.18,83.25,65.07,91.32,0
61.13,77.73,78.83,54.97,71.83,77.41,0
72.92,100.0,73.6,87.79,96.58,80.9,0
82.52,100.0,94.73,73.26,88.91,82.91,0
82.78,70.88,93.4,87.33,93.24,88.68,0
96.05,85.27,91.83,100.0,19.28,100.0,0
88.49,98.15,77.83,88.09,77.89,82.85,0
64.96,82.3,81.11,57.87,95.89,87.49,0
81.66,100.0,57.68,78.35,89.19,68.45,0
75.66,91.41,68.53,72.76,78.26,90.29,0
95.92,97.71,95.21,95.69,100.0,100.0,0
81.69,74.74,78.58,77.86,9.09,81.54,0
79.64,86.78,87.95,97.32,89.92,77.43,0
85.6,87.58,93.15,78.73,74.27,87.05,0
62.39,83.0,96.11,62.75,88.56,96.65,0
66.43,76.7,100.0,58.08,50.92,93.41,0
10.05,14.2,16.77,13.6,7.02,13.13,1
80.59,78.21,100.0,85.79,85.99,95.75,0
84.35,87.69,71.77,86.89,100.0,85.77,0
79.31,77.07,76.99,86.86,64.37,93.27,0
80.89,70.21,64.53,83.63,77.04,12.9,1
70.06,100.0,97.08,64.91,31.9,23.96,1
55.76,93.31,84.64,73.48,23.78,87.7,0
63.77,78.03,84.26,79.26,67.52,46.12,1
77.61,68.46,74.67,70.54,86.2,15.2,1
9.25,18.02,7.83,15.66,14.7,11.2,1
65.88,76.5,100.0,49.81,96.43,83.88,0
93.45,97.35,79.42,88.63,97.62,100.0,0
77.23,95.99,100.0,77.03,56.69,74.29,0
84.91,70.24,77.48,75.78,79.09,88.74,0
67.6,87.95,76.73,73.64,94.18,72.69,0
66.37,85.93,90.41,88.99,90.54,91.4,0
88.98,89.66,78.32,79.33,93.6,80.84,0
86.88,100.0,98.02,87.38,89.55,74.57,0
68.35,55.94,82.31,79.59,39.11,37.91,1
97.99,68.64,63.38,83.07,78.27,81.62,0
78.89,82.19,65.75,94.54,92.44,18.25,1
71.03,100.0,78.0,71.23,49.65,24.55,1
67.43,100.0,68.35,68.86,88.58,100.0,0
77.68,76.46,72.56,84.52,92.3,79.22,0
93.47,92.58,94.73,77.53,87.77,85.01,0
93.05,87.63,83.0,96.57,51.12,74.2,0
62.78,100.0,79.42,84.41,81.62,85.78,0
97.69,91.07,96.73,96.09,95.88,90.22,0
76.02,74.24,70.27,87.68,85.42,90.56,0
76.94,80.2,89.79,73.88,2.42,31.65,1
73.97,86.6,68.63,92.05,59.76,78.74,0
62.26,83.72,70.35,73.42,34.32,24.97,1
100.0,100.0,77.98,87.02,85.9,80.09,0
57.18,73.82,82.94,63.72,72.11,72.8,0
80.47,91.66,63.92,83.11,28.82,81.12,0
56.88,62.24,99.89,56.68,11.14,100.0,0
90.9,89.77,86.77,72.17,46.04,100.0,0
92.1,79.64,97.73,90.51,69.86,92.3,0
97.48,84.55,88.86,100.0,76.59,64.49,0
96.36,94.17,95.8,94.16,90.67,100.0,0
83.93,81.9,69.02,77.83,93.1,89.8,0
57.14,100.0,85.01,67.89,100.0,29.37,1
75.81,98.62,87.48,78.13,81.61,25.58,1
91.47,92.25,79.98,84.0,93.29,79.19,0
77.56,92.04,73.79,75.98,91.55,74.22,0
70.86,64.27,71.48,90.31,55.14,77.83,0
86.59,94.62,62.19,100.0,88.6,76.62,0
56.73,81.83,88.85,62.89,84.4,0.0,1
82.55,100.0,65.09,87.45,69.85,10.48,1
91.46,76.95,82.74,75.39,29.1,81.14,0
100.0,92.76,100.0,86.94,73.0,86.89,0
87.08,88.65,63.61,66.23,10.66,100.0,0
67.9,71.11,65.1,65.66,95.19,91.22,0
67.82,83.88,69.79,61.6,88.43,91.73,0
68.49,81.36,100.0,59.94,50.9,90.85,0
59.67,94.42,72.33,87.72,100.0,94.81,0
97.7,86.07,70.24,92.58,74.86,11.63,1
46.48,87.6,65.3,69.27,39.76,21.23,1
58.26,90.79,100.0,52.53,100.0,0.0,1
2.87,5.08,7.87,7.01,15.93,14.06,1
97.8,80.69,96.51,83.33,70.2,73.8,0
88.82,91.16,83.58,77.87,91.39,87.84,0
73.44,78.81,92.86,73.88,88.34,100.0,0
93.63,89.82,86.7,94.03,48.48,91.55,0
68.67,77.24,81.78,74.38,62.58,76.97,0
72.17,90.65,97.39,70.57,100.0,66.48,0
78.39,83.82,84.07,66.49,100.0,100.0,0
100.0,84.32,100.0,88.93,79.71,64.06,0
96.41,82.61,56.74,91.72,46.64,80.24,0
67.46,79.04,89.59,58.6,17.96,93.16,0
56.04,57.51,74.0,68.16,35.34,45.33,1
94.88,79.82,77.61,95.25,75.42,95.36,0
74.29,75.47,73.69,67.18,100.0,13.47,1
85.05,75.38,69.84,89.49,66.73,80.96,0
89.17,66.2,97.93,98.0,65.46,90.35,0
51.17,89.05,61.27,51.63,3.16,94.61,0
79.05,77.91,80.84,74.46,78.41,80.61,0
100.0,96.41,81.52,91.03,90.45,94.43,0
84.44,64.19,80.9,74.35,77.46,94.62,0
83.69,100.0,77.29,74.6,17.61,6.34,1
57.31,87.46,97.16,62.48,62.81,74.56,0
80.85,82.69,89.21,97.61,85.57,92.78,0
87.08,87.7,96.85,79.76,85.8,100.0,0
63.4,81.5,88.42,60.42,5.0,87.25,0
75.34,78.13,83.01,78.74,28.42,77.58,0
94.61,61.65,67.5,81.93,84.13,76.67,0
90.54,92.36,71.51,95.82,58.5,100.0,0
82.21,69.8,69.76,60.13,8.53,21.03,1
82.71,77.64,97.53,94.13,23.5,10.92,1
81.67,67.57,85.7,96.72,13.63,6.11,1
78.25,97.77,68.96,75.53,75.43,79.21,0
84.67,84.35,70.23,50.97,49.9,52.8,0
76.34,84.61,67.3,98.85,100.0,82.86,0
81.25,69.58,78.17,80.78,85.57,86.87,0
100.0,76.08,79.09,99.78,15.12,9.7,1
83.82,73.45,90.57,88.78,81.16,89.19,0
100.0,81.4,81.7,83.33,77.38,42.24,1
87.41,73.86,71.98,65.79,94.41,90.39,0
100.0,100.0,77.41,70.11,69.26,83.08,0
77.13,92.04,73.07,60.28,76.12,67.94,0
71.51,81.42,88.02,100.0,76.92,100.0,0
100.0,72.2,83.42,98.31,47.82,77.62,0
70.72,82.02,84.41,72.1,62.13,91.94,0
88.44,93.22,88.1,74.26,87.82,100.0,0
55.06,97.52,78.55,86.65,75.82,93.09,0
48.95,93.87,73.46,69.86,100.0,82.07,0
91.52,80.56,100.0,89.03,89.44,81.08,0
61.22,56.71,90.48,69.92,61.57,80.77,0
89.25,94.04,60.37,74.93,21.02,28.93,1
100.0,92.88,84.57,98.66,87.73,86.98,0
97.73,97.32,93.67,88.48,95.43,90.45,0
57.24,87.9,94.84,70.51,99.21,88.25,0
60.13,70.48,75.34,74.19,41.65,9.58,1
97.08,81.84,100.0,93.7,63.89,83.76,0
85.52,84.32,75.99,81.53,68.8,83.23,0
53.6,89.79,66.92,64.88,38.79,24.27,1
90.58,91.35,95.88,93.69,73.82,95.81,0
82.85,73.42,82.34,85.05,72.75,17.82,1
99.23,89.53,75.91,100.0,73.21,93.47,0
92.03,81.66,92.71,76.79,62.05,89.12,0
84.24,90.12,81.87,85.6,7.52,12.92,1
80.77,68.75,82.25,67.86,97.5,72.73,0
98.83,92.78,98.99,96.33,91.94,95.25,0
49.07,96.53,100.0,59.7,0.0,57.91,0
78.32,74.17,70.69,84.28,73.57,84.88,0
81.02,100.0,100.0,100.0,41.85,75.73,0
81.67,78.37,75.18,74.84,90.58,80.84,0
76.73,78.72,64.83,66.46,60.75,87.02,0
64.36,95.37,92.15,63.1,68.85,26.11,1
84.53,93.71,100.0,81.2,79.48,1.39,1
54.2,97.31,87.94,55.5,2.21,100.0,0
76.8,91.65,64.17,67.49,52.58,98.44,0
93.91,64.74,80.11,100.0,100.0,70.65,0
58.28,70.62,90.99,74.37,63.48,31.79,1
100.0,84.87,76.82,88.0,72.44,86.68,0
91.53,85.27,94.03,88.22,44.21,74.37,0
67.35,98.81,100.0,79.19,63.5,32.71,1
66.79,75.41,95.89,74.04,80.19,83.57,0
100.0,63.36,87.38,91.09,78.08,74.28,0
63.02,96.04,95.99,63.62,59.42,92.29,0
92.23,81.21,79.89,85.88,83.62,6.37,1
98.8,87.17,84.54,80.72,40.38,97.12,0
72.91,72.19,82.96,83.87,49.55,78.66,0
55.26,85.48,78.86,91.8,16.49,15.44,1
71.65,98.4,88.6,78.91,100.0,78.86,0
66.0,82.8,94.6,47.52,98.17,91.34,0
86.08,72.47,71.67,95.49,64.55,100.0,0
81.84,100.0,69.51,61.72,74.31,95.59,0
73.71,99.79,94.42,73.61,7.76,79.66,0
80.99,93.42,98.25,79.16,82.61,100.0,0
76.93,61.69,97.5,84.15,47.95,74.05,0
100.0,91.26,93.66,80.45,71.22,100.0,0
92.26,66.98,72.06,63.81,83.13,84.27,0
75.96,81.06,72.95,74.39,64.98,86.1,0
82.83,100.0,89.66,88.26,89.15,100.0,0
68.15,75.35,82.17,69.48,40.81,86.49,0
99.53,86.1,91.37,73.14,41.42,97.29,0
86.54,100.0,62.34,92.5,21.78,93.27,0
58.52,91.66,74.27,61.38,54.32,100.0,0
69.8,94.17,83.13,67.88,77.13,74.46,0
100.0,93.91,82.29,84.41,74.9,84.11,0
59.8,60.28,73.79,53.06,73.59,88.04,0
79.06,100.0,73.84,98.13,47.2,84.94,0
59.22,78.64,94.1,71.24,91.73,18.62,1
76.91,94.65,78.07,77.03,100.0,76.32,0
71.53,81.39,72.12,78.86,100.0,85.19,0
78.82,92.85,80.6,68.22,22.43,29.91,1
87.93,100.0,96.44,100.0,65.69,81.64,0
94.87,100.0,89.03,94.28,21.2,90.99,0
61.16,100.0,100.0,80.31,31.32,91.84,0
76.62,78.04,61.1,76.25,85.29,83.0,0
64.69,94.5,74.9,89.93,56.62,96.59,0
75.51,67.72,71.12,98.3,83.08,84.11,0
63.53,59.59,93.1,72.87,84.24,82.45,0
100.0,71.35,95.24,97.96,100.0,78.55,0
71.74,85.39,100.0,66.21,82.36,18.43,1
83.38,78.95,95.61,98.61,64.44,97.6,0
73.55,71.32,65.34,58.0,25.04,90.87,0
54.44,83.55,76.89,57.46,41.64,100.0,0
91.41,96.78,81.8,92.41,22.24,90.96,0
91.19,89.93,93.06,93.35,74.64,0.0,1
8.38,11.83,12.15,12.87,10.45,16.37,1
92.36,87.4,92.2,81.99,28.86,77.57,0
91.78,73.55,65.84,90.46,66.29,94.51,0
69.36,100.0,79.21,71.9,56.27,100.0,0
62.35,62.81,85.6,67.43,79.01,18.15,1
89.04,61.31,86.34,97.26,36.49,19.92,1
93.79,74.36,94.41,69.63,49.62,73.79,0
88.2,79.91,92.36,82.72,84.44,100.0,0
64.99,96.1,74.11,80.32,82.17,90.08,0
84.73,95.17,97.82,76.68,85.17,100.0,0
84.85,94.92,89.61,85.88,97.96,100.0,0
84.4,72.86,70.1,89.21,69.35,86.19,0
59.25,75.85,66.2,68.29,100.0,84.27,0
61.54,87.94,100.0,55.23,90.99,98.16,0
91.65,100.0,94.86,99.18,98.2,95.88,0
63.03,90.41,100.0,58.22,83.87,96.99,0
82.5,83.51,73.52,87.42,79.49,82.15,0
72.52,72.35,93.33,58.91,84.16,28.4,1
73.26,77.66,66.45,75.04,3.13,23.44,1
76.93,56.54,58.55,65.81,49.05,77.6,0
81.64,100.0,63.05,72.17,69.5,86.74,0
72.83,100.0,74.15,84.33,72.84,57.5,0
59.1,67.2,76.75,82.16,38.32,78.38,0
82.58,92.82,57.72,81.0,27.52,24.16,1
63.45,84.65,84.44,48.61,81.11,80.6,0
83.19,96.14,77.62,85.36,74.3,87.18,0
68.18,62.67,95.91,68.66,91.36,100.0,0
58.62,84.06,76.12,78.71,66.13,90.24,0
59.24,68.56,80.03,83.08,70.83,70.33,0
100.0,77.09,88.95,86.91,55.83,89.81,0
92.57,91.37,87.1,84.35,81.26,81.78,0
62.22,95.59,100.0,65.2,74.22,0.0,1
53.74,79.63,81.61,64.76,67.76,93.41,0
86.52,99.13,82.01,96.93,83.9,87.9,0
64.23,82.85,60.45,71.77,96.38,97.23,0
74.91,84.91,80.56,66.71,91.04,40.3,1
64.6,79.21,85.27,73.12,70.96,32.97,1
100.0,61.27,70.61,91.4,100.0,16.52,1
50.01,100.0,100.0,86.71,77.02,98.64,0
58.65,92.27,93.29,69.14,25.92,94.46,0
72.95,89.88,72.37,91.16,68.47,96.78,0
85.19,100.0,100.0,77.87,89.23,87.02,0
83.92,69.6,90.95,74.25,61.62,76.34,0
61.54,90.15,85.79,61.6,76.57,78.65,0
94.41,91.15,97.5,93.86,94.39,88.44,0
87.13,87.85,96.03,73.26,97.42,93.64,0
100.0,68.27,77.34,97.74,90.65,85.2,0
69.84,87.89,61.88,52.61,42.77,93.94,0
96.86,69.24,87.79,95.96,66.5,87.03,0
15.93,7.13,11.48,3.04,14.49,5.51,1
65.23,86.24,80.94,80.77,16.18,80.21,0
67.37,100.0,66.04,84.0,63.04,87.04,0
70.39,97.57,100.0,70.93,68.88,85.8,0
54.52,65.76,99.15,52.65,95.18,81.64,0
88.47,82.62,70.89,71.02,90.52,97.58,0
67.77,77.3,89.11,80.74,87.49,100.0,0
100.0,79.47,83.96,100.0,93.71,80.95,0
100.0,80.94,67.19,85.62,85.31,73.22,0
74.28,83.08,92.14,80.0,53.98,88.11,0
58.38,77.4,90.69,93.85,34.0,84.0,0
95.04,88.82,54.98,100.0,41.75,0.0,1
94.24,99.25,100.0,96.04,96.7,91.06,0
95.62,71.8,100.0,98.25,64.57,71.64,0
